통계분야,통계유형,통계명,통계표명,통계리스트 주소
주택,승인통계,[산하기관]주택보증통계,보증발급기준 분양보증세대수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_414002_003&conn_path=I2
주택,승인통계,[산하기관]주택보증통계,보증발급내역,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_414002_001&conn_path=I2
주택,승인통계,[산하기관]주택보증통계,보증잔액,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_414002_002&conn_path=I2
주택,승인통계,[산하기관]주택보증통계,보증잔액기준 분양보증세대수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=414&tblId=DT_414002_004&conn_path=I2
토지,승인통계,[산하기관]전국지가변동률조사,시군구별/용도지역별/이용상황별 지가변동률,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_PLCAHTUSE&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=H3315_31501&conn_path=I4
토지,승인통계,[산하기관]전국지가변동률조사,읍면동별 지가변동률,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_31501N_010&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=H3315_31501&conn_path=I4
토지,승인통계,[산하기관]전국지가변동률조사,읍면동별 지가변동률(2014.12~2016.11),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=408&tblId=DT_31501N_001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=H3315_31501&conn_path=I4
건설,승인통계,[산하기관]건설사업관리기술인임금실태조사,감리원 임금(종전 등급),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=378&tblId=TX_37801_A001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=378_37801&conn_path=I4
건설,승인통계,[산하기관]건설사업관리기술인임금실태조사,감리원 임금(현행 등급),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=378&tblId=TX_37801_A000&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=378_37801&conn_path=I4
건설,승인통계,[산하기관]건설사업관리기술인임금실태조사,건설사업관리기술인 노임가격,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=378&tblId=DT_37801_A005&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=378_37801&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 부가가치 구성,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A015&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 비용 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A012A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 생산성 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A014A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 성장률 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A009A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 수익률 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A010A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 안정성 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A011A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,건설업 기업규모별 자산·자본의 회전율 관계비율,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A013A&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_001&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,분석대상 분류기준별 업체수 및 상시종업원수 현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A000&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_007&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,종합건설공사원가명세서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A060&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_003&conn_path=I4
건설,승인통계,[산하기관]건설업경영분석,종합손익계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36502_A059&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36502_003&conn_path=I4
건설,승인통계,[산하기관]건설업임금실태조사,개별직종노임단가,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36504_A001_1&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36504&conn_path=I4
건설,승인통계,[산하기관]국내건설수주동향조사,국내건설수주액,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36505_A000&conn_path=I2
건설,승인통계,[산하기관]국내건설수주동향조사,국내건설수주액,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36505_A000&conn_path=I2
건설,승인통계,[산하기관]설비건설업통계조사,시도별 도급별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=369&tblId=DT_369001_001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=369_36901_A01_A01&conn_path=I4
건설,승인통계,[산하기관]설비건설업통계조사,시도별 도급별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=369&tblId=DT_369001_021&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=369_36901_A01_a02&conn_path=I4
건설,승인통계,[산하기관]설비건설업통계조사,시도별 업종별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=369&tblId=DT_369001_002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=369_36901_A01_A01&conn_path=I4
건설,승인통계,[산하기관]설비건설업통계조사,시도별 업종별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=369&tblId=DT_369001_023&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=369_36901_A01_a02&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시도별 시설물증감대비표,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시설물별 시설물증감대비표,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시설물종별,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(건축물),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_AR&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(공동구),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_UC&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(교량),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_BR&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(댐),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_DAM&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(상하수도),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_WS&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(시설물기타),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_ET&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(옹벽),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_RW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(절토사면),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_SL&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(터널),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_TU&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(하천),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_WG&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]시설물정보현황,시특법분류별현황(항만),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=328&tblId=DT_32801_STAT_HA&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=328_32801&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,공사규모별 공사기간별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A006_NEW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,공사규모별 공사기간별 원가계산서(1992~2009년),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A006&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,공종별 공사기간별 공사규모별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A010&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,공종별 공사기간별 공사규모별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A010_NEW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,공종별 공사기간별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,기업규모별 공사규모별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A008_NEW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,기업규모별 공사규모별 원가계산서(2000~2009년),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A008&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,기업규모별 공사기간별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A009&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,발주기관별 공사규모별 원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A007_NEW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,발주기관별 공사규모별 원가계산서(1992~2009년),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A007&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-가스1종공사,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A012&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-건축(1992~2006년),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-산업설비,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A004&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-전문,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A011&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-조경공사,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A005&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,세분공종별 공사규모별 원가계산서-토목(1992~2009년),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]완성공사원가통계,종합원가계산서,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36503_A000&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36503&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,시도별 도급별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A018&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_007_008_001&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,시도별 도급별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A110&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_008_015&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,시도별 세분공종별 계약실적(원도급),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A072&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_007_008_001&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,시도별 세분공종별 계약실적(하도급) ,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A073&conn_path=I2
건설,승인통계,[산하기관]전문건설업통계조사,시도별 세분공종별 계약실적(합계),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A071&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_007_008_001&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,업종별 도급별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A019&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_007_008&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,업종별 도급별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A111&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_008_015&conn_path=I4
건설,승인통계,[산하기관]전문건설업통계조사,전문건설업 등록 분포현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=366&tblId=TX_36601_A013&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=366_36601_003_022&conn_path=I4
건설,승인통계,[산하기관]종합건설업조사,공사지역별 세분공사종류별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36501_A108_NEW&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36501_002_016_001&conn_path=I4
건설,승인통계,[산하기관]종합건설업조사,공사지역별 세분공사종류별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36501_A038&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36501_003_026_002&conn_path=I4
건설,승인통계,[산하기관]종합건설업조사,발주기관별 세분공사종류별 계약실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36501_A093&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36501_002_016_007&conn_path=I4
건설,승인통계,[산하기관]종합건설업조사,발주기관별 세분공사종류별 기성실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=365&tblId=TX_36501_A024&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=365_36501_003_026_008&conn_path=I4
건설,승인통계,[산하기관]해외건설수주통계,공종별 수주실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=326&tblId=DT_ICAK_003&conn_path=I4
건설,승인통계,[산하기관]해외건설수주통계,국가별 수주실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=326&tblId=DT_ICAK_002&conn_path=I4
건설,승인통계,[산하기관]해외건설수주통계,지역별 수주현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=326&tblId=DT_ICAK_001&conn_path=I4
교통/물류,승인통계,[산하기관]자동차검사현황,용도별 차종별 규모별 누적주행거리별 자동차검사현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_M003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426001&conn_path=I4
교통/물류,승인통계,[산하기관]자동차검사현황,용도별 차종별 규모별 시도별 자동차검사현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_M004&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426001&conn_path=I4
교통/물류,승인통계,[산하기관]자동차검사현황,용도별 차종별 규모별 연료별 자동차검사현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_M001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426001&conn_path=I4
교통/물류,승인통계,[산하기관]자동차검사현황,용도별 차종별 규모별 차령별 자동차검사현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_M002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426001&conn_path=I4
교통/물류,승인통계,[산하기관]자동차주행거리통계,시군구별 자동차주행거리 당 사망자수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_N006&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426&conn_path=I4
교통/물류,승인통계,[산하기관]자동차주행거리통계,용도별 차종별 시군구별 자동차주행거리,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_N004&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426&conn_path=I4
교통/물류,승인통계,[산하기관]자동차주행거리통계,용도별 차종별 연료별 자동차주행거리,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_42601_N003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426&conn_path=I4
교통/물류,승인통계,[산하기관]자동차주행거리통계,용도별 차종별 유형별 규모별 자동차주행거리,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_42601_N002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426&conn_path=I4
교통/물류,승인통계,[산하기관]자동차주행거리통계,용도별 차종별 자동차주행거리 당 교통사고,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426001_N005&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=I1_426&conn_path=I4
항공,승인통계,[산하기관]항공운송업체연료 소비량현황조사,항공운송업체연료 소비량현황조사,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=426&tblId=DT_426003_001&conn_path=I2
항공,승인통계,[산하기관]항공통계,결항통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B007&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,공항별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,국내선 노선별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B004&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,국제선 지역별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B005&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,시간별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B003&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,요일별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B002&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,지연통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B006&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
항공,승인통계,[산하기관]항공통계,항공사별 통계,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=381&tblId=DT_920005_B008&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=381_38101&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,구간별 월별 차종별 교통량(일평균),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX010&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"구간별 평일, 주말, 차종별 교통량",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX003&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"노선별 이용차량, 통행료수입 현황",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX001&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"시간대별 교통량(폐쇄식, 개방식)",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX005&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"영업소별 이용차량(폐쇄식, 개방식)",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX006&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"월별, 노선별, 차종별 이용차량/통행료수입",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX008&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"인터체인지간 월별, 차종별 교통량",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX002&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,주행거리별 총이용차량(폐쇄식),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX007&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,특정공휴일 총 이용차량,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX009&conn_path=I4
도로/철도,승인통계,[산하기관]고속도로교통량통계,"폐쇄식, 개방식 총주행거리",http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=313&tblId=DT_EX004&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,구간별 전철화 현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_81&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A08&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,레일중량별 궤도연장,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_59&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A06&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,선별 여객수송실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_357001_001&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A04&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,역수 및 영업키로(지역간철도),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_02&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A02&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,열차종별 운행횟수,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_357001_011&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A05&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,영업 선로별 철도키로,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_357001_020&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A06&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,전차선 가선현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_357001_023&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A08&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,철도 신호제어 설비현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_89&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A08&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,철도 여객 수송(인거리),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_11&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A04&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,철도 여객 수송(인원),http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_10&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A04&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,철도 운수 수입실적,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_41&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A04&conn_path=I4
도로/철도,승인통계,[산하기관]한국철도통계,철도 차종별 보유현황,http://nsist.nsi.go.kr/statHtml/statHtml.do?orgId=357&tblId=DT_35701_71&lang_mode=ko&vw_cd=MT_ZTITLE&list_id=357_35701_023_A07&conn_path=I4
